DATASEGMENT,EICATEGORY,EICC,EITM,EITYPE,EPSLI,FORCEELEMENT,FYQTR,FYYearInt,ISENDITEM,ISMODEL,MONTH_CHAR,MONTH_NUMBER,PMAI,SCORECARDGROUP,SERVICE,TAI,TII,TMS
AFA,,X,AN/GSC-52,SATELLITE COMMUNICATIONS EQUIPMENT,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GSC-52
AFA,,X,AN/GSC-52,SATELLITE COMMUNICATIONS EQUIPMENT,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GSC-52
AFA,,X,AN/GSC-58,COMMUNICATIONS CONTROL AND DISTRIBUTION SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSC-58
AFA,,X,AN/GSC-58,COMMUNICATIONS CONTROL AND DISTRIBUTION SYSTEM,0,,,2010,f,t,,,0,,Air Force,0,0,AN/GSC-58
AFA,,X,AN/GSC-58,COMMUNICATIONS CONTROL AND DISTRIBUTION SYSTEM,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GSC-58
AFA,,X,AN/GSC-58,COMMUNICATIONS CONTROL AND DISTRIBUTION SYSTEM,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GSC-58
AFA,,X,AN/GSC-9,RADIO FREQUENCY INTERFERENCE FILTER,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GSC-9
AFA,,X,AN/GSC-9,RADIO FREQUENCY INTERFERENCE FILTER,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GSC-9
AFA,,X,AN/GSC-9,RADIO FREQUENCY INTERFERENCE FILTER,0,,,2013,f,t,,,0,,Air Force,0,0,AN/GSC-9
AFA,,X,AN/GSC-9,RADIO FREQUENCY INTERFERENCE FILTER,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSC-9
AFA,,X,AN/GSH-46,DIGITAL RECORDER,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSH-46
AFA,,X,AN/GSH-46,DIGITAL RECORDER,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GSH-46
AFA,,X,AN/GSH-46,DIGITAL RECORDER,0,,,2013,f,t,,,0,,Air Force,0,0,AN/GSH-46
AFA,,X,AN/GSH-46,DIGITAL RECORDER,0,,,2010,f,t,,,0,,Air Force,0,0,AN/GSH-46
AFA,,X,AN/GSH-72,DIGITAL VOICE RECORDER SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSH-72
AFA,,X,AN/GSH-72,DIGITAL VOICE RECORDER SYSTEM,0,,,2010,f,t,,,0,,Air Force,0,0,AN/GSH-72
AFA,,X,AN/GSH-72,DIGITAL VOICE RECORDER SYSTEM,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GSH-72
AFA,,X,AN/GSH-72,DIGITAL VOICE RECORDER SYSTEM,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GSH-72
AFA,,X,AN/GSH-72,DIGITAL VOICE RECORDER SYSTEM,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GSH-72
AFA,,X,AN/GSH-73,DIGITAL VOICE RECORDER SYSTEM,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GSH-73
AFA,,X,AN/GSH-73,DIGITAL VOICE RECORDER SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSH-73
AFA,,X,AN/GSH-74,DIGITAL AUDIO LEGAL RECORDER,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GSH-74
AFA,,X,AN/GSH-74,DIGITAL AUDIO LEGAL RECORDER,0,,,2010,f,t,,,0,,Air Force,0,0,AN/GSH-74
AFA,,X,AN/GSH-74,DIGITAL AUDIO LEGAL RECORDER,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GSH-74
AFA,,X,AN/GSH-74,DIGITAL AUDIO LEGAL RECORDER,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GSH-74
AFA,,X,AN/GSM-105,TEST EQUIPMENT,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GSM-105
AFA,,X,AN/GSM-105,TEST EQUIPMENT,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GSM-105
AFA,,X,AN/GSM-228,TEST EQUIPMENT,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GSM-228
AFA,,X,AN/GSM-228,TEST EQUIPMENT,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GSM-228
AFA,,X,AN/GSM-229,TEST EQUIPMENT,0,,,2013,f,t,,,0,,Air Force,0,0,AN/GSM-229
AFA,,X,AN/GSM-229,TEST EQUIPMENT,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSM-229
AFA,,X,AN/GSM-229,TEST EQUIPMENT,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GSM-229
AFA,,X,AN/GSM-229,TEST EQUIPMENT,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GSM-229
AFA,,X,AN/GSM-231,ELECTRICAL-ELECTRONIC EQUIPMENT TEST STATION,0,,,2013,f,t,,,0,,Air Force,0,0,AN/GSM-231
AFA,,X,AN/GSM-231,ELECTRICAL-ELECTRONIC EQUIPMENT TEST STATION,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSM-231
AFA,,X,AN/GSM-231,ELECTRICAL-ELECTRONIC EQUIPMENT TEST STATION,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GSM-231
AFA,,X,AN/GSM-263,ELECTRICAL-ELECTRONIC EQUIPMENT TEST STATION,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GSM-263
AFA,,X,AN/GSM-263,ELECTRICAL-ELECTRONIC EQUIPMENT TEST STATION,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSM-263
AFA,,X,AN/GSM-290,AIR DATA TEST EQUIPMENT,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GSM-290
AFA,,X,AN/GSM-290,AIR DATA TEST EQUIPMENT,0,,,2013,f,t,,,0,,Air Force,0,0,AN/GSM-290
AFA,,X,AN/GSM-290,AIR DATA TEST EQUIPMENT,0,,,2010,f,t,,,0,,Air Force,0,0,AN/GSM-290
AFA,,X,AN/GSM-290,AIR DATA TEST EQUIPMENT,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GSM-290
AFA,,X,AN/GSM-291,AIR DATA TEST EQUIPMENT,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GSM-291
AFA,,X,AN/GSM-291,AIR DATA TEST EQUIPMENT,0,,,2013,f,t,,,0,,Air Force,0,0,AN/GSM-291
AFA,,X,AN/GSM-291,AIR DATA TEST EQUIPMENT,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSM-291
AFA,,M,AN/GSM-315,GUIDED MISSILE TEST STATION,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GSM-315
AFA,,M,AN/GSM-315,GUIDED MISSILE TEST STATION,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GSM-315
AFA,,M,AN/GSM-315,GUIDED MISSILE TEST STATION,0,,,2010,f,t,,,0,,Air Force,0,0,AN/GSM-315
AFA,,M,AN/GSM-315,GUIDED MISSILE TEST STATION,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSM-315
AFA,,X,AN/GSM-319,TEST EQUIPMENT,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSM-319
AFA,,X,AN/GSM-319,TEST EQUIPMENT,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GSM-319
AFA,,X,AN/GSM-319,TEST EQUIPMENT,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GSM-319
AFA,,X,AN/GSM-322,,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GSM-322
AFA,,X,AN/GSM-322,,0,,,2010,f,t,,,0,,Air Force,0,0,AN/GSM-322
AFA,,X,AN/GSM-322,,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GSM-322
AFA,,X,AN/GSM-322,,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GSM-322
AFA,,X,AN/GSM-322,,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSM-322
AFA,,X,AN/GSM-345,RADAR TEST STATION,0,,,2010,f,t,,,0,,Air Force,0,0,AN/GSM-345
AFA,,X,AN/GSM-345,RADAR TEST STATION,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSM-345
AFA,,X,AN/GSM-345,RADAR TEST STATION,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GSM-345
AFA,,M,AN/GSM-396,GUIDED MISSILE LAUNCHER TEST STATION,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GSM-396
AFA,,M,AN/GSM-396,GUIDED MISSILE LAUNCHER TEST STATION,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GSM-396
AFA,,X,AN/GSM-397,ELECTRONIC SYSTEMS TEST EQUIPMENT,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GSM-397
AFA,,X,AN/GSM-397,ELECTRONIC SYSTEMS TEST EQUIPMENT,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GSM-397
AFA,,X,AN/GSM-397,ELECTRONIC SYSTEMS TEST EQUIPMENT,0,,,2010,f,t,,,0,,Air Force,0,0,AN/GSM-397
AFA,,X,AN/GSM-414,ELECTRONIC TEST EQUIPMENT,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GSM-414
AFA,,X,AN/GSM-414,ELECTRONIC TEST EQUIPMENT,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GSM-414
AFA,,X,AN/GSM-414,ELECTRONIC TEST EQUIPMENT,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSM-414
AFA,,M,AN/GSM-416,GUIDED MISSILE INFRARED TEST EQUIPMENT,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSM-416
AFA,,M,AN/GSM-416,GUIDED MISSILE INFRARED TEST EQUIPMENT,0,,,2010,f,t,,,0,,Air Force,0,0,AN/GSM-416
AFA,,M,AN/GSM-416,GUIDED MISSILE INFRARED TEST EQUIPMENT,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GSM-416
AFA,,M,AN/GSM-82,GUIDED MISSILE REMOTE CONTROL SYSTEM TEST EQUIPMENT,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSM-82
AFA,,M,AN/GSM-82,GUIDED MISSILE REMOTE CONTROL SYSTEM TEST EQUIPMENT,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GSM-82
AFA,,M,AN/GSM-85,GUIDED MISSILE SYSTEM TEST EQUIPMENT,0,,,2010,f,t,,,0,,Air Force,0,0,AN/GSM-85
AFA,,M,AN/GSM-85,GUIDED MISSILE SYSTEM TEST EQUIPMENT,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSM-85
AFA,,M,AN/GSM-85,GUIDED MISSILE SYSTEM TEST EQUIPMENT,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GSM-85
AFA,,X,AN/GSN-12,LANDING CONTROL CENTRAL,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSN-12
AFA,,X,AN/GSN-12,LANDING CONTROL CENTRAL,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GSN-12
AFA,,X,AN/GSN-12,LANDING CONTROL CENTRAL,0,,,2010,f,t,,,0,,Air Force,0,0,AN/GSN-12
AFA,,X,AN/GSQ-235,COMMUNICATIONS CENTRAL,0,,,2010,f,t,,,0,,Air Force,0,0,AN/GSQ-235
AFA,,X,AN/GSQ-235,COMMUNICATIONS CENTRAL,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GSQ-235
AFA,,X,AN/GSQ-235,COMMUNICATIONS CENTRAL,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSQ-235
AFA,,X,AN/GSQ-238,COMMUNICATIONS SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSQ-238
AFA,,X,AN/GSQ-238,COMMUNICATIONS SYSTEM,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GSQ-238
AFA,,X,AN/GSQ-238,COMMUNICATIONS SYSTEM,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GSQ-238
AFA,,X,AN/GSQ-241,MAINTENANCE EQUIPMENT,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GSQ-241
AFA,,X,AN/GSQ-272,SENTINEL WEAPONS SYSTEM,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GSQ-272
AFA,,X,AN/GSQ-272,SENTINEL WEAPONS SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSQ-272
AFA,,X,AN/GSQ-272,SENTINEL WEAPONS SYSTEM,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GSQ-272
AFA,,X,AN/GSQ-272,SENTINEL WEAPONS SYSTEM,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GSQ-272
AFA,,X,AN/GSQ-33,CABLE CASE,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GSQ-33
AFA,,X,AN/GSQ-33,CABLE CASE,0,,,2013,f,t,,,0,,Air Force,0,0,AN/GSQ-33
AFA,,X,AN/GSQ-33,CABLE CASE,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GSQ-33
AFA,,X,AN/GSQ-33,CABLE CASE,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSQ-33
AFA,,X,AN/GSS-37,RACON MICROWAVE FENCE SENSOR,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GSS-37
AFA,,X,AN/GSS-37,RACON MICROWAVE FENCE SENSOR,0,,,2010,f,t,,,0,,Air Force,0,0,AN/GSS-37
AFA,,X,AN/GSS-37,RACON MICROWAVE FENCE SENSOR,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GSS-37
AFA,,X,AN/GSS-37,RACON MICROWAVE FENCE SENSOR,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GSS-37
AFA,,X,AN/GSS-42,EXTERIOR INTRUSION DETECTION SYSTEM,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GSS-42
AFA,,X,AN/GSS-42,EXTERIOR INTRUSION DETECTION SYSTEM,0,,,2013,f,t,,,0,,Air Force,0,0,AN/GSS-42
AFA,,X,AN/GTC-8,TELEPHONE CONNECTING AND SWITCHING EQUIPMENT,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GTC-8
AFA,,X,AN/GTC-8,TELEPHONE CONNECTING AND SWITCHING EQUIPMENT,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GTC-8
AFA,,X,AN/GTC-8,TELEPHONE CONNECTING AND SWITCHING EQUIPMENT,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GTC-8
AFA,,X,AN/GYK-20,COMPUTER SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GYK-20
AFA,,X,AN/GYK-20,COMPUTER SYSTEM,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GYK-20
AFA,,X,AN/GYK-20,COMPUTER SYSTEM,0,,,2013,f,t,,,0,,Air Force,0,0,AN/GYK-20
AFA,,X,AN/GYK-20,COMPUTER SYSTEM,0,,,2010,f,t,,,0,,Air Force,0,0,AN/GYK-20
AFA,,X,AN/GYK-21,COMPUTER SYSTEM,0,,,2010,f,t,,,0,,Air Force,0,0,AN/GYK-21
AFA,,X,AN/GYK-21,COMPUTER SYSTEM,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GYK-21
AFA,,X,AN/GYK-21,COMPUTER SYSTEM,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GYK-21
AFA,,X,AN/GYK-21,COMPUTER SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GYK-21
AFA,,G,AN/GYK-35,WORKSTATION,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GYK-35
AFA,,G,AN/GYK-35,WORKSTATION,0,,,2010,f,t,,,0,,Air Force,0,0,AN/GYK-35
AFA,,G,AN/GYK-35,WORKSTATION,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GYK-35
AFA,,G,AN/GYK-49,WORKSTATION,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GYK-49
AFA,,G,AN/GYK-49,WORKSTATION,0,,,2010,f,t,,,0,,Air Force,0,0,AN/GYK-49
AFA,,G,AN/GYK-49,WORKSTATION,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GYK-49
AFA,,X,AN/GYQ-10,TAPE PREP UNIT,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GYQ-10
AFA,,X,AN/GYQ-10,TAPE PREP UNIT,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GYQ-10
AFA,,X,AN/GYQ-10,TAPE PREP UNIT,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GYQ-10
AFA,,X,AN/GYQ-15,SATELLITE DATA REDUCTION,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GYQ-15
AFA,,X,AN/GYQ-15,SATELLITE DATA REDUCTION,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GYQ-15
AFA,,X,AN/GYQ-15,SATELLITE DATA REDUCTION,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GYQ-15
AFA,,X,AN/GYQ-15,SATELLITE DATA REDUCTION,0,,,2013,f,t,,,0,,Air Force,0,0,AN/GYQ-15
AFA,,X,AN/GYQ-15,SATELLITE DATA REDUCTION,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GYQ-15
AFA,,X,AN/GYQ-38,CIRCUIT CARD ASSEMBLY,0,,,2010,f,t,,,0,,Air Force,0,0,AN/GYQ-38
AFA,,X,AN/GYQ-38,CIRCUIT CARD ASSEMBLY,0,,,2013,f,t,,,0,,Air Force,0,0,AN/GYQ-38
AFA,,X,AN/GYQ-38,CIRCUIT CARD ASSEMBLY,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GYQ-38
AFA,,X,AN/GYQ-38,CIRCUIT CARD ASSEMBLY,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GYQ-38
AFA,,X,AN/GYQ-59,COMPUTER SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GYQ-59
AFA,,X,AN/GYQ-59,COMPUTER SYSTEM,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GYQ-59
AFA,,X,AN/GYQ-59,COMPUTER SYSTEM,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GYQ-59
AFA,,X,AN/GYQ-79,TEST PROGRAM SET,0,,,2009,f,t,,,0,,Air Force,0,0,AN/GYQ-79
AFA,,X,AN/GYQ-79,TEST PROGRAM SET,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GYQ-79
AFA,,X,AN/GYQ-79,TEST PROGRAM SET,0,,,2011,f,t,,,0,,Air Force,0,0,AN/GYQ-79
AFA,,X,AN/GYQ-79,TEST PROGRAM SET,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GYQ-79
AFA,,X,AN/GYQ-82,MESSAGE PROCESSOR,0,,,2008,f,t,,,0,,Air Force,0,0,AN/GYQ-82
AFA,,X,AN/GYQ-82,MESSAGE PROCESSOR,0,,,2012,f,t,,,0,,Air Force,0,0,AN/GYQ-82
AFA,,X,AN/GYQ-82,MESSAGE PROCESSOR,0,,,2013,f,t,,,0,,Air Force,0,0,AN/GYQ-82
AFA,,X,AN/GYQ-82,MESSAGE PROCESSOR,0,,,2010,f,t,,,0,,Air Force,0,0,AN/GYQ-82
AFA,,G,AN/MJQ-1612,TRAILER MOUNTED ELECTRIC POWER PLANT,0,,,2008,f,t,,,0,,Air Force,0,0,AN/MJQ-1612
AFA,,G,AN/MJQ-1612,TRAILER MOUNTED ELECTRIC POWER PLANT,0,,,2009,f,t,,,0,,Air Force,0,0,AN/MJQ-1612
AFA,,G,AN/MJQ-1612,TRAILER MOUNTED ELECTRIC POWER PLANT,0,,,2011,f,t,,,0,,Air Force,0,0,AN/MJQ-1612
AFA,,G,AN/MJQ-1612,TRAILER MOUNTED ELECTRIC POWER PLANT,0,,,2012,f,t,,,0,,Air Force,0,0,AN/MJQ-1612
AFA,,G,AN/MJQ-1632,TRAILER MOUNTED ELECTRIC POWER PLANT,0,,,2009,f,t,,,0,,Air Force,0,0,AN/MJQ-1632
AFA,,G,AN/MJQ-1632,TRAILER MOUNTED ELECTRIC POWER PLANT,0,,,2010,f,t,,,0,,Air Force,0,0,AN/MJQ-1632
AFA,,G,AN/MJQ-1632,TRAILER MOUNTED ELECTRIC POWER PLANT,0,,,2008,f,t,,,0,,Air Force,0,0,AN/MJQ-1632
AFA,,X,AN/MPN-11,LANDING CONTROL RADAR,0,,,2008,f,t,,,0,,Air Force,0,0,AN/MPN-11
AFA,,X,AN/MPN-11,LANDING CONTROL RADAR,0,,,2010,f,t,,,0,,Air Force,0,0,AN/MPN-11
AFA,,X,AN/MPN-14,LANDING CONTROL RADAR,0,,,2008,f,t,,,0,,Air Force,0,0,AN/MPN-14
AFA,,X,AN/MPN-14,LANDING CONTROL RADAR,0,,,2009,f,t,,,0,,Air Force,0,0,AN/MPN-14
AFA,,X,AN/MPN-14,LANDING CONTROL RADAR,0,,,2010,f,t,,,0,,Air Force,0,0,AN/MPN-14
AFA,,X,AN/MPN-14,LANDING CONTROL RADAR,0,,,2012,f,t,,,0,,Air Force,0,0,AN/MPN-14
AFA,,X,AN/MPN-69,LANDING CONTROL RADAR,0,,,2009,f,t,,,0,,Air Force,0,0,AN/MPN-69
AFA,,X,AN/MPN-69,LANDING CONTROL RADAR,0,,,2008,f,t,,,0,,Air Force,0,0,AN/MPN-69
AFA,,X,AN/MPQ-65,RADAR SYSTEM,0,,,2011,f,t,,,0,,Air Force,0,0,AN/MPQ-64
AFA,,X,AN/MPQ-65,RADAR SYSTEM,0,,,2012,f,t,,,0,,Air Force,0,0,AN/MPQ-64
AFA,,X,AN/MPQ-T3,RADAR SIGNAL DETECTOR,0,,,2009,f,t,,,0,,Air Force,0,0,AN/MPQ-T3
AFA,,X,AN/MPQ-T3,RADAR SIGNAL DETECTOR,0,,,2010,f,t,,,0,,Air Force,0,0,AN/MPQ-T3
AFA,,X,AN/MPQ-T3,RADAR SIGNAL DETECTOR,0,,,2012,f,t,,,0,,Air Force,0,0,AN/MPQ-T3
AFA,,X,AN/MPQ-T3,RADAR SIGNAL DETECTOR,0,,,2011,f,t,,,0,,Air Force,0,0,AN/MPQ-T3
AFA,,X,AN/MPQ-T3,RADAR SIGNAL DETECTOR,0,,,2008,f,t,,,0,,Air Force,0,0,AN/MPQ-T3
AFA,,X,AN/MPS-36,TRACKING RADAR,0,,,2011,f,t,,,0,,Air Force,0,0,AN/MPS-36
AFA,,X,AN/MPS-39,MULTIPLE OBJECT TRACKING RADAR,0,,,2008,f,t,,,0,,Air Force,0,0,AN/MPS-39
AFA,,X,AN/MPS-39,MULTIPLE OBJECT TRACKING RADAR,0,,,2010,f,t,,,0,,Air Force,0,0,AN/MPS-39
AFA,,X,AN/MPS-39,MULTIPLE OBJECT TRACKING RADAR,0,,,2012,f,t,,,0,,Air Force,0,0,AN/MPS-39
AFA,,X,AN/MPS-39,MULTIPLE OBJECT TRACKING RADAR,0,,,2011,f,t,,,0,,Air Force,0,0,AN/MPS-39
AFA,,M,AN/MPS-T1,SURFACE TO AIR MISSILE RADAR,0,,,2009,f,t,,,0,,Air Force,0,0,AN/MPS-T1
AFA,,M,AN/MPS-T1,SURFACE TO AIR MISSILE RADAR,0,,,2011,f,t,,,0,,Air Force,0,0,AN/MPS-T1
AFA,,X,AN/MPS-T10,SIMULATOR,0,,,2010,f,t,,,0,,Air Force,0,0,AN/MPS-T10
AFA,,X,AN/MPS-T10,SIMULATOR,0,,,2008,f,t,,,0,,Air Force,0,0,AN/MPS-T10
AFA,,F,AN/MQM-107,AERIAL TARGET SYSTEM,0,,,2013,f,t,,,0,,Air Force,0,0,AN/MQM-107
AFA,,F,AN/MQM-107,AERIAL TARGET SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,AN/MQM-107
AFA,,F,AN/MQM-107,AERIAL TARGET SYSTEM,0,,,2010,f,t,,,0,,Air Force,0,0,AN/MQM-107
AFA,,F,AN/MQM-107,AERIAL TARGET SYSTEM,0,,,2012,f,t,,,0,,Air Force,0,0,AN/MQM-107
AFA,,X,AN/MRC-142,DIGITAL WIDEBAND TRANSMISSION SYSTEM,0,,,2011,f,t,,,0,,Air Force,0,0,AN/MRC-142
AFA,,X,AN/MRC-142,DIGITAL WIDEBAND TRANSMISSION SYSTEM,0,,,2013,f,t,,,0,,Air Force,0,0,AN/MRC-142
AFA,,X,AN/MRC-142,DIGITAL WIDEBAND TRANSMISSION SYSTEM,0,,,2009,f,t,,,0,,Air Force,0,0,AN/MRC-142
AFA,,X,AN/MRC-142,DIGITAL WIDEBAND TRANSMISSION SYSTEM,0,,,2010,f,t,,,0,,Air Force,0,0,AN/MRC-142
AFA,,X,AN/MRC-142,DIGITAL WIDEBAND TRANSMISSION SYSTEM,0,,,2012,f,t,,,0,,Air Force,0,0,AN/MRC-142
AFA,,X,AN/MRC-144,COMMUNICATIONS SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,AN/MRC-144
AFA,,X,AN/MRC-144,COMMUNICATIONS SYSTEM,0,,,2013,f,t,,,0,,Air Force,0,0,AN/MRC-144
AFA,,X,AN/MRC-144,COMMUNICATIONS SYSTEM,0,,,2009,f,t,,,0,,Air Force,0,0,AN/MRC-144
AFA,,X,AN/MRC-144,COMMUNICATIONS SYSTEM,0,,,2010,f,t,,,0,,Air Force,0,0,AN/MRC-144
AFA,,X,AN/MSC-66,SATELLITE COMMUNICATIONS EQUIPMENT,0,,,2008,f,t,,,0,,Air Force,0,0,AN/MSC-66
AFA,,X,AN/MSC-66,SATELLITE COMMUNICATIONS EQUIPMENT,0,,,2009,f,t,,,0,,Air Force,0,0,AN/MSC-66
AFA,,X,AN/MSC-66,SATELLITE COMMUNICATIONS EQUIPMENT,0,,,2013,f,t,,,0,,Air Force,0,0,AN/MSC-66
AFA,,X,AN/MSC-66,SATELLITE COMMUNICATIONS EQUIPMENT,0,,,2010,f,t,,,0,,Air Force,0,0,AN/MSC-66
AFA,,X,AN/MSC-66,SATELLITE COMMUNICATIONS EQUIPMENT,0,,,2012,f,t,,,0,,Air Force,0,0,AN/MSC-66
AFA,,X,AN/MSM-116,MAINTENANCE SHOP,0,,,2013,f,t,,,0,,Air Force,0,0,AN/MSM-116
AFA,,X,AN/MSM-116,MAINTENANCE SHOP,0,,,2011,f,t,,,0,,Air Force,0,0,AN/MSM-116
AFA,TG,G,AN/MSN-7,MOBILE TOWER SYSTEM,0,,,2008,t,t,,,0,,Air Force,0,0,AN/MSN-7
AFA,TG,G,AN/MSN-7,MOBILE TOWER SYSTEM,0,,,2009,t,t,,,0,,Air Force,0,0,AN/MSN-7
AFA,TG,G,AN/MSN-7,MOBILE TOWER SYSTEM,0,,,2011,t,t,,,0,,Air Force,0,0,AN/MSN-7
AFA,TG,G,AN/MSN-7,MOBILE TOWER SYSTEM,0,,,2012,t,t,,,0,,Air Force,0,0,AN/MSN-7
AFA,TG,G,AN/MSN-7,MOBILE TOWER SYSTEM,0,,,2010,t,t,,,0,,Air Force,0,0,AN/MSN-7
AFA,,X,AN/MSQ-118,COMMUNICATIONS SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,AN/MSQ-118
AFA,,X,AN/MSQ-118,COMMUNICATIONS SYSTEM,0,,,2012,f,t,,,0,,Air Force,0,0,AN/MSQ-118
AFA,,X,AN/MSQ-118,COMMUNICATIONS SYSTEM,0,,,2013,f,t,,,0,,Air Force,0,0,AN/MSQ-118
AFA,,X,AN/MSQ-118,COMMUNICATIONS SYSTEM,0,,,2009,f,t,,,0,,Air Force,0,0,AN/MSQ-118
AFA,,X,AN/MSQ-124,COMMUNICATIONS SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,AN/MSQ-124
